Date,Open,High,Low,Close,Adj Close,Volume
2020-11-21,15705.180664,15971.316406,15556.138672,15723.027344,15723.027344,33441344562
2020-11-22,15723.027344,15762.444336,14904.205078,15481.650391,15481.650391,34789828992
2020-11-23,15481.663086,15743.476563,15161.260742,15506.958008,15506.958008,36091279091
2020-11-24,15507.711914,16289.386719,15296.525391,16059.728516,16059.728516,43259912042
2020-11-25,16057.161133,16295.062500,15591.440430,15719.415039,15719.415039,36680376885
2020-11-26,15717.501953,15819.380859,13723.832031,14399.097656,14399.097656,51546757189
2020-11-27,14401.859375,14641.574219,13834.203125,14301.101563,14301.101563,32505648625
2020-11-28,14304.889648,14923.357422,14134.904297,14809.243164,14809.243164,27249840706
2020-11-29,14811.098633,15285.899414,14676.928711,15184.596680,15184.596680,26007813836
2020-11-30,15185.297852,16459.787109,15185.297852,16440.384766,16440.384766,39981718474
2020-12-01,16447.033203,16590.441406,15309.742188,15576.629883,15576.629883,41117118481
2020-12-02,15575.589844,16020.179688,15189.176758,15850.040039,15850.040039,30862646683
2020-12-03,15854.030273,16097.243164,15613.412109,16010.777344,16010.777344,26290497372
2020-12-04,16012.068359,16057.574219,15422.846680,15428.222656,15428.222656,27946379895
2020-12-05,15427.083984,15804.975586,15334.585938,15799.846680,15799.846680,22471620121
2020-12-06,15799.804688,15990.453125,15588.400391,15961.175781,15961.175781,20869261997
2020-12-07,15959.532227,16014.427734,15618.173828,15847.105469,15847.105469,22209129479
2020-12-08,15847.021484,15910.952148,15088.910156,15129.400391,15129.400391,26171143440
2020-12-09,15129.185547,15423.576172,14784.541016,15361.175781,15361.175781,28497349693
2020-12-10,15360.666016,15360.666016,14796.406250,15040.947266,15040.947266,21037680214
2020-12-11,15040.072266,15040.599609,14539.374023,14910.423828,14910.423828,23051991178
2020-12-12,14904.163086,15621.022461,14899.803711,15525.333008,15525.333008,17960127102
2020-12-13,15527.900391,16002.461914,15468.095703,15776.826172,15776.826172,20975843592
2020-12-14,15778.565430,15894.603516,15687.139648,15842.547852,15842.547852,18499089133
2020-12-15,15842.775391,16064.141602,15704.236328,15975.224609,15975.224609,22001725458
2020-12-16,15976.658203,17598.408203,15883.248047,17473.498047,17473.498047,36412902508
2020-12-17,17471.654297,19279.242188,17411.839844,18598.726563,18598.726563,58212751049
2020-12-18,18600.060547,18956.980469,18302.796875,18877.660156,18877.660156,32951434485
2020-12-19,18873.503906,19649.890625,18622.453125,19473.654297,19473.654297,31399179663
2020-12-20,19467.072266,19807.859375,18884.527344,19224.947266,19224.947266,30989654705
2020-12-21,19222.621094,19740.685547,18191.222656,18637.574219,18637.574219,37476661160
2020-12-22,18630.183594,19520.376953,18375.623047,19514.736328,19514.736328,36244238107
2020-12-23,19513.871094,19748.226563,18707.335938,19059.505859,19059.505859,41943381847
2020-12-24,19058.570313,19509.431641,18649.066406,19481.566406,19481.566406,33717526503
2020-12-25,19479.611328,20267.224609,19244.271484,20230.060547,20230.060547,34504498273
2020-12-26,20240.087891,21914.162109,20113.509766,21683.658203,21683.658203,39642437312
2020-12-27,21685.574219,23029.945313,21265.796875,21527.597656,21527.597656,54473825899
2020-12-28,21534.583984,22421.384766,21485.546875,22161.601563,22161.601563,40139698737
2020-12-29,22159.148438,22340.064453,21230.687500,22330.292969,22330.292969,36941222301
2020-12-30,22328.376953,23524.705078,22328.376953,23450.607422,23450.607422,41701870950
2020-12-31,23451.113281,23781.845703,22979.406250,23741.736328,23741.736328,38275110384
2021-01-01,23735.423828,24316.916016,23649.960938,24165.556641,24165.556641,33508045052
2021-01-02,24167.451172,27321.906250,23972.966797,26474.892578,26474.892578,55925382232
2021-01-03,26476.656250,28519.630859,26413.128906,26760.720703,26760.720703,64216240796
2021-01-04,26784.332031,27294.240234,23363.980469,26094.005859,26094.005859,66241895056
2021-01-05,26098.189453,28009.367188,24633.167969,27639.482422,27639.482422,54923202611
2021-01-06,27656.708984,29889.705078,27254.718750,29844.859375,29844.859375,61019450973
2021-01-07,29852.566406,32748.246094,29653.542969,32089.447266,32089.447266,69085552572
2021-01-08,32098.187500,34261.718750,30048.318359,33372.281250,33372.281250,72071598504
2021-01-09,33364.945313,33894.769531,31886.201172,32928.058594,32928.058594,50702797264
2021-01-10,32927.789063,33881.550781,29440.859375,31472.685547,31472.685547,65626762864
2021-01-11,31464.554688,31464.554688,25108.531250,29247.208984,29247.208984,101409092304
2021-01-12,29205.849609,30067.740234,26899.251953,27786.228516,27786.228516,61246642389
2021-01-13,27779.806641,30918.484375,26690.492188,30682.929688,30682.929688,57033976442
2021-01-14,30690.121094,32956.898438,30354.292969,32250.857422,32250.857422,52355450869
2021-01-15,32225.658203,32558.050781,28660.187500,30485.841797,30485.841797,56095675651
2021-01-16,30482.765625,31345.980469,29509.464844,29950.035156,29950.035156,47772009926
2021-01-17,29938.041016,30384.218750,28204.253906,29661.734375,29661.734375,43392810402
2021-01-18,29662.529297,30927.671875,28899.033203,30328.933594,30328.933594,40994649866
2021-01-19,30339.000000,31129.619141,29713.658203,29713.658203,29713.658203,47156737845
2021-01-20,29697.433594,29955.806641,27749.525391,29342.677734,29342.677734,55168197409
2021-01-21,29344.037109,29349.662109,24863.666016,25338.507813,25338.507813,62178072138
2021-01-22,25331.873047,27783.740234,23802.712891,27116.148438,27116.148438,63430252390
2021-01-23,27099.712891,27402.339844,25868.134766,26340.009766,26340.009766,39718049871
2021-01-24,26337.326172,27059.845703,25550.689453,26538.091797,26538.091797,39979537424
2021-01-25,26535.148438,28648.330078,26428.945313,26654.597656,26654.597656,49326841880
2021-01-26,26648.191406,26962.826172,25522.394531,26775.673828,26775.673828,49535981991
2021-01-27,26770.888672,26770.888672,24326.740234,25144.740234,25144.740234,51703736731
2021-01-28,25151.757813,26367.982422,24827.541016,26110.988281,26110.988281,65132391850
2021-01-29,28312.972656,31619.605469,26499.837891,28272.550781,28272.550781,97130862506
2021-01-30,28255.701172,28700.072266,27139.189453,28234.417969,28234.417969,53669896754
2021-01-31,28235.537109,28249.916016,26587.171875,27316.099609,27316.099609,43517327759
2021-02-01,27316.281250,28640.814453,26701.185547,27790.582031,27790.582031,50879442007
2021-02-02,27787.287109,29868.898438,27758.376953,29501.521484,29501.521484,52413239715
2021-02-03,29501.964844,31129.619141,29442.216797,31119.447266,31119.447266,50797207476
2021-02-04,31121.949219,32148.943359,30341.818359,30859.554688,30859.554688,57528804826
2021-02-05,30864.136719,31829.679688,30629.386719,31658.248047,31658.248047,48634051191
2021-02-06,31653.335938,33900.222656,31653.335938,32588.472656,32588.472656,59196399696
2021-02-07,32575.341797,32883.785156,31078.097656,32288.650391,32288.650391,54363501629
2021-02-08,32274.861328,38335.863281,31629.582031,38329.667969,38329.667969,84188369335
2021-02-09,38320.148438,39742.187500,37317.621094,38362.296875,38362.296875,75773512740
2021-02-10,38352.933594,38880.101563,36177.203125,37065.046875,37065.046875,72038065748
2021-02-11,37048.980469,39940.246094,36473.285156,39494.441406,39494.441406,67093600562
2021-02-12,39467.816406,40177.792969,38387.746094,39194.921875,39194.921875,63163420949
2021-02-13,39183.660156,39641.742188,38275.906250,38864.359375,38864.359375,57960068600
2021-02-14,38871.777344,40829.730469,38871.777344,40194.054688,40194.054688,58783505751
2021-02-15,40176.929688,40319.023438,38210.527344,39518.808594,39518.808594,63525021825
2021-02-16,39518.316406,41385.671875,38881.414063,40700.742188,40700.742188,63739498591
2021-02-17,40706.867188,43628.312500,40604.152344,43293.167969,43293.167969,67095762025
2021-02-18,43286.496094,43561.957031,42287.222656,42739.449219,42739.449219,43049516673
2021-02-19,42736.292969,46308.125000,42149.527344,46119.000000,46119.000000,52396611048
2021-02-20,46118.339844,47453.429688,45077.945313,46293.437500,46293.437500,56233769904
2021-02-21,46267.894531,48134.503906,45941.148438,47456.125000,47456.125000,42802585284
2021-02-22,47450.183594,47461.765625,40337.863281,44563.242188,44563.242188,75675282178
2021-02-23,44561.277344,44561.277344,37269.808594,40181.332031,40181.332031,87319805134
2021-02-24,40190.105469,42211.421875,38837.585938,40844.414063,40844.414063,52340584486
2021-02-25,40847.492188,42492.488281,38735.164063,38735.164063,38735.164063,44832195559
2021-02-26,38806.402344,40021.406250,36636.480469,38385.910156,38385.910156,290727102068
2021-02-27,38390.062500,39970.886719,37498.867188,38260.480469,38260.480469,38030607901
2021-02-28,38265.089844,38697.835938,35819.453125,37332.503906,37332.503906,44202316989
2021-03-01,37350.476563,41319.687500,37313.160156,41192.191406,41192.191406,44727892898
2021-03-02,41176.312500,41606.484375,39066.093750,40032.695313,40032.695313,39330914776
2021-03-03,40063.167969,43555.671875,39945.792969,41952.804688,41952.804688,44179660436
2021-03-04,41939.574219,42899.511719,39813.218750,40578.535156,40578.535156,43739383062
2021-03-05,40550.011719,41470.574219,38919.175781,41076.527344,41076.527344,40823509587
2021-03-06,41052.957031,41244.394531,39658.562500,41047.320313,41047.320313,28837937827
2021-03-07,41052.605469,43084.968750,41052.605469,42935.992188,42935.992188,36170069489
2021-03-08,42908.679688,44139.578125,41620.085938,44086.503906,44086.503906,41007335943
2021-03-09,44108.820313,46082.246094,43888.000000,46082.246094,46082.246094,42794119992
2021-03-10,46082.156250,48033.207031,44874.660156,46969.328125,46969.328125,48048644343
2021-03-11,46931.281250,48472.578125,45614.773438,48247.394531,48247.394531,47385377215
2021-03-12,48260.828125,48397.078125,46400.925781,47962.937500,47962.937500,46589149629
2021-03-13,47972.375000,51604.289063,47031.562500,51235.535156,51235.535156,50755954934
2021-03-14,51217.171875,51532.386719,49624.296875,49624.296875,49624.296875,36736633354
2021-03-15,49595.101563,50651.136719,46427.171875,46876.453125,46876.453125,55690582652
2021-03-16,46820.769531,47739.871094,44903.375000,47727.082031,47727.082031,50201362534
2021-03-17,47744.664063,49206.125000,45834.093750,49129.878906,49129.878906,50287731657
2021-03-18,49148.394531,50395.453125,45520.597656,48546.066406,48546.066406,46773269733
2021-03-19,48538.949219,49977.863281,47535.960938,48839.941406,48839.941406,41069651510
2021-03-20,48827.894531,50250.089844,48728.312500,48812.308594,48812.308594,42156042545
2021-03-21,48809.187500,49192.550781,46872.500000,48405.210938,48405.210938,43709708070
2021-03-22,48400.558594,49095.929688,45497.929688,45699.406250,45699.406250,47369105335
2021-03-23,45684.753906,47231.164063,44838.546875,46230.269531,46230.269531,47662707362
2021-03-24,46206.234375,48454.453125,44467.140625,44675.628906,44675.628906,59738118759
2021-03-25,44635.406250,45187.792969,43093.261719,43907.328125,43907.328125,57745645064
2021-03-26,43889.367188,46749.441406,43801.769531,46749.441406,46749.441406,48033869056
2021-03-27,46749.656250,47962.664063,45991.097656,47458.429688,47458.429688,40076024963
2021-03-28,47459.640625,47875.453125,46699.695313,47471.800781,47471.800781,40460013386
2021-03-29,47469.386719,49509.453125,46820.027344,49071.789063,49071.789063,48965901937
2021-03-30,49071.730469,50642.140625,48656.433594,50257.085938,50257.085938,46415513387
2021-03-31,50267.820313,51103.472656,49192.605469,50240.558594,50240.558594,55870132689
2021-04-01,50247.152344,50761.316406,49843.746094,50172.636719,50172.636719,52357428406
2021-04-02,50175.242188,51184.921875,50011.335938,50497.273438,50497.273438,49939060095
2021-04-03,50508.406250,51117.230469,48985.828125,48985.828125,48985.828125,50718462577
2021-04-04,48986.636719,50099.722656,48610.753906,49933.199219,49933.199219,43127215841
2021-04-05,49935.167969,50707.925781,49086.757813,49976.843750,49976.843750,51371772183
2021-04-06,50073.359375,50336.082031,48681.750000,49008.613281,49008.613281,55632948185
2021-04-07,49003.687500,49448.039063,46868.351563,47210.019531,47210.019531,63716039208
2021-04-08,47252.957031,48956.292969,47064.214844,48948.378906,48948.378906,44525448347
2021-04-09,48950.570313,49553.621094,48623.292969,48942.109375,48942.109375,39203438637
2021-04-10,48949.484375,51489.554688,48768.765625,50242.222656,50242.222656,48935806674
2021-04-11,50286.753906,51080.238281,49820.031250,50609.195313,50609.195313,38903874523
2021-04-12,50584.800781,51569.789063,50031.359375,50273.605469,50273.605469,43504171884
2021-04-13,50270.722656,53385.500000,50268.011719,53123.628906,53123.628906,58544448796
2021-04-14,53140.605469,54238.394531,51406.687500,52664.093750,52664.093750,64632348372
2021-04-15,52635.304688,53314.902344,51988.964844,52896.386719,52896.386719,50925008589
2021-04-16,52850.015625,53170.593750,50238.839844,51386.250000,51386.250000,70347656605
2021-04-17,51350.472656,52222.050781,50376.921875,50646.050781,50646.050781,55198680900
2021-04-18,50661.125000,50957.882813,44089.468750,46968.792969,46968.792969,81435535596
2021-04-19,46948.238281,47856.800781,45194.273438,46276.832031,46276.832031,54266362065
2021-04-20,46241.558594,47416.250000,44285.183594,46933.718750,46933.718750,56388351851
2021-04-21,46932.136719,47150.945313,44614.332031,44784.207031,44784.207031,45632040957
2021-04-22,44743.515625,45998.468750,42088.261719,43083.343750,43083.343750,62257219154
2021-04-23,43064.644531,43369.867188,39590.523438,42231.406250,42231.406250,71635900305
2021-04-24,42272.382813,42292.500000,40344.449219,41374.101563,41374.101563,40517390980
2021-04-25,41375.722656,41750.347656,38988.304688,40534.261719,40534.261719,38146139981
2021-04-26,40595.089844,44895.039063,40397.453125,44721.855469,44721.855469,48250384085
2021-04-27,44728.933594,45835.480469,44169.453125,45522.515625,45522.515625,40902778693
2021-04-28,45525.425781,46368.160156,44676.156250,45178.683594,45178.683594,39555208147
2021-04-29,45206.195313,45418.046875,43228.152344,44170.968750,44170.968750,38013043148
2021-04-30,44182.148438,48172.300781,43821.453125,48047.050781,48047.050781,43592419889
2021-05-01,48017.503906,48626.093750,47464.640625,48110.046875,48110.046875,35637765742
2021-05-02,48108.226563,48172.062500,46707.257813,47088.570313,47088.570313,31744398004
2021-05-03,47079.585938,48963.945313,47073.019531,47432.769531,47432.769531,42882603410
2021-05-04,47444.285156,47444.285156,44272.710938,44387.261719,44387.261719,57063525891
2021-05-05,44319.539063,48266.921875,44082.382813,47823.058594,47823.058594,57664584035
2021-05-06,47837.464844,48438.109375,45928.214844,46742.558594,46742.558594,57622289161
2021-05-07,46757.011719,48207.121094,45848.589844,47155.507813,47155.507813,56262963885
2021-05-08,47152.519531,48888.773438,46842.113281,48345.464844,48345.464844,53754552145
2021-05-09,48405.984375,48680.167969,46436.621094,47846.523438,47846.523438,54152166217
2021-05-10,47861.769531,48969.011719,44531.683594,46010.484375,46010.484375,59120762102
2021-05-11,46000.144531,46813.101563,44963.070313,46692.531250,46692.531250,50483479328
2021-05-12,46700.730469,47802.058594,40695.511719,40695.511719,40695.511719,62276624480
2021-05-13,41179.792969,42440.085938,38911.718750,41166.695313,41166.695313,80088403142
2021-05-14,41139.199219,42387.117188,40433.863281,41072.777344,41072.777344,45895537365
2021-05-15,41052.160156,41692.800781,38419.660156,38498.738281,38498.738281,48708651090
2021-05-16,38462.882813,40935.656250,36193.972656,38235.890625,38235.890625,52714920923
2021-05-17,38202.839844,38381.210938,34720.687500,35814.085938,35814.085938,61615957700
2021-05-18,35773.406250,37621.695313,34661.671875,35106.796875,35106.796875,45970310804
2021-05-19,35135.902344,35623.292969,25122.685547,30403.203125,30403.203125,103822637268
2021-05-20,30198.798828,34775.445313,28776.099609,33359.136719,33359.136719,72212157773
2021-05-21,33207.167969,34471.406250,27599.712891,30627.822266,30627.822266,67365854372
2021-05-22,30682.289063,31880.994141,29050.640625,30818.250000,30818.250000,47107774121
2021-05-23,30813.994141,31436.136719,25635.583984,28545.537109,28545.537109,64420763233
2021-05-24,28487.888672,32608.726563,28367.058594,31689.203125,31689.203125,55148369255
2021-05-25,31762.726563,32553.679688,29847.703125,31356.951172,31356.951172,45899277730
2021-05-26,31349.113281,33317.406250,30937.226563,32229.533203,32229.533203,42115156993
2021-05-27,32248.144531,33136.605469,30561.308594,31524.041016,31524.041016,35439432785
2021-05-28,31581.544922,31880.820313,28524.933594,29278.320313,29278.320313,45273872634
2021-05-29,29267.289063,30538.730469,27634.851563,28391.164063,28391.164063,37097255900
2021-05-30,28384.060547,29854.845703,27492.804688,29269.517578,29269.517578,25961716928
2021-05-31,29253.490234,30627.595703,28073.394531,30519.308594,30519.308594,31890238366
2021-06-01,30487.376953,30987.251953,29266.427734,30026.794922,30026.794922,28352541166
2021-06-02,30039.070313,31297.398438,29425.509766,30775.011719,30775.011719,27085867000
2021-06-03,30794.857422,32362.988281,30512.013672,32321.550781,32321.550781,29231892311
2021-06-04,32349.347656,32349.347656,29476.158203,30322.699219,30322.699219,34380052740
2021-06-05,30310.988281,31165.554688,28685.556641,29221.080078,29221.080078,29556026133
2021-06-06,29210.107422,29948.041016,29023.330078,29474.392578,29474.392578,23763233981
2021-06-07,29452.109375,30251.599609,27464.539063,27526.492188,27526.492188,27627564851
2021-06-08,27550.125000,27898.205078,25546.294922,27497.933594,27497.933594,40994783948
2021-06-09,27452.214844,30822.648438,26666.550781,30664.527344,30664.527344,44317811472
2021-06-10,30700.980469,31523.427734,29443.958984,30150.488281,30150.488281,35796883045
2021-06-11,30145.914063,30952.896484,29583.445313,30832.054688,30832.054688,31959597293
2021-06-12,30836.796875,30893.599609,28679.753906,29360.513672,29360.513672,31319155285
2021-06-13,29363.216797,32476.566406,28792.001953,32286.505859,32286.505859,33584024683
2021-06-14,32219.707031,33787.605469,32036.111328,33178.515625,33178.515625,35595999202
2021-06-15,33350.675781,34060.750000,32670.287109,33325.593750,33325.593750,38285621503
2021-06-16,33129.648438,33403.488281,31836.445313,31969.333984,31969.333984,32690112796
2021-06-17,31964.630859,33063.339844,31455.691406,31943.062500,31943.062500,31139872254
2021-06-18,31981.654297,32063.857422,29697.769531,30165.855469,30165.855469,30514524304
2021-06-19,30222.572266,30728.855469,29443.714844,30019.226563,30019.226563,26303398991
2021-06-20,29974.783203,30407.736328,28178.593750,30071.781250,30071.781250,30885305655
2021-06-21,30023.638672,30090.087891,26268.650391,26591.064453,26591.064453,44330653066
2021-06-22,26545.466797,27878.634766,24278.269531,27232.396484,27232.396484,49398801919
2021-06-23,27240.820313,29078.558594,26618.443359,28266.576172,28266.576172,38822908066
2021-06-24,28232.855469,29537.806641,27162.224609,29059.703125,29059.703125,27769406264
2021-06-25,29056.910156,29710.101563,26262.509766,26502.841797,26502.841797,33701267547
2021-06-26,26466.722656,27343.607422,25288.423828,26965.501953,26965.501953,32326643063
2021-06-27,27050.326172,29021.041016,26869.558594,29013.742188,29013.742188,29735530456
2021-06-28,29038.423828,29497.716797,28473.472656,28866.302734,28866.302734,28412102661
2021-06-29,28900.861328,30720.148438,28753.523438,30139.980469,30139.980469,31848900087
2021-06-30,30174.105469,30306.333984,28768.814453,29555.054688,29555.054688,28726957762
2021-07-01,29550.958984,29550.958984,27761.310547,28341.414063,28341.414063,31943458371
2021-07-02,28322.404297,28654.990234,27679.820313,28569.314453,28569.314453,32641787035
2021-07-03,28533.386719,29422.431641,28152.660156,29219.554688,29219.554688,20551434327
2021-07-04,29217.039063,30280.455078,28990.246094,29764.078125,29764.078125,21022831221
2021-07-05,29761.179688,29761.179688,27983.937500,28444.033203,28444.033203,22523224003
2021-07-06,28425.074219,29579.671875,28427.511719,28957.701172,28957.701172,22415984656
2021-07-07,28949.654297,29601.759766,28694.296875,28707.894531,28707.894531,21025989867
2021-07-08,28736.962891,28757.296875,27150.162109,27752.710938,27752.710938,25248203553
2021-07-09,27739.457031,28662.384766,27293.294922,28454.882813,28454.882813,23098660464
2021-07-10,28466.023438,28802.804688,27882.490234,28223.070313,28223.070313,19341490472
2021-07-11,28213.437500,29119.490234,28076.751953,28840.886719,28840.886719,16937803944
2021-07-12,28852.535156,29151.085938,27565.923828,27948.556641,27948.556641,20501686427
2021-07-13,27922.947266,28141.904297,27391.365234,27772.195313,27772.195313,16238387526
2021-07-14,27790.726563,27938.832031,26849.878906,27737.478516,27737.478516,18064857618
2021-07-15,27742.146484,28025.533203,26415.396484,26906.457031,26906.457031,18033620233
2021-07-16,26957.949219,27281.773438,26353.808594,26616.242188,26616.242188,20075115913
2021-07-17,26595.718750,27051.980469,26448.906250,26710.714844,26710.714844,16005403695
2021-07-18,26711.408203,27444.216797,26441.707031,26917.812500,26917.812500,15905101628
2021-07-19,26920.523438,27015.613281,25876.175781,26134.539063,26134.539063,17329375882
2021-07-20,26151.882813,26284.099609,24936.054688,25299.851563,25299.851563,19647763124
2021-07-21,25290.460938,27762.083984,25073.488281,27227.458984,27227.458984,23914049599
2021-07-22,27251.353516,27691.796875,26923.949219,27447.947266,27447.947266,16610936345
2021-07-23,27441.876953,28527.830078,27234.623047,28527.830078,28527.830078,19158166209
2021-07-24,28538.175781,29300.416016,28395.220703,29132.255859,29132.255859,18404688435
2021-07-25,29130.425781,30039.039063,28783.433594,30026.519531,30026.519531,17715710196
2021-07-26,30055.265625,34319.386719,29977.701172,31628.847656,31628.847656,43221149247
2021-07-27,31576.753906,33336.066406,30871.863281,33336.066406,33336.066406,29690410041
2021-07-28,33417.484375,34560.597656,32899.851563,33764.222656,33764.222656,32672260425
2021-07-29,33763.839844,34189.921875,33224.746094,33643.082031,33643.082031,22844853094
2021-07-30,33659.109375,35590.078125,32259.806641,35590.078125,35590.078125,27869012071
2021-07-31,35557.011719,35586.625000,34642.988281,35077.269531,35077.269531,21743361094
2021-08-01,34937.933594,35848.726563,33328.820313,33690.843750,33690.843750,22493015644
2021-08-02,33633.839844,34015.570313,32636.474609,33015.015625,33015.015625,21555769455
2021-08-03,32995.191406,33479.621094,31847.322266,32145.031250,32145.031250,22065717849
2021-08-04,32195.878906,33745.906250,31719.166016,33576.187500,33576.187500,21433142518
2021-08-05,33573.660156,34938.070313,31643.248047,34536.406250,34536.406250,29732758610
2021-08-06,34533.292969,36792.507813,33779.550781,36399.933594,36399.933594,32497785843
2021-08-07,36413.789063,37992.550781,36231.664063,37878.578125,37878.578125,34031757079
2021-08-08,37894.425781,38496.250000,36834.031250,37281.746094,37281.746094,30901481683
2021-08-09,37276.476563,39556.042969,36458.363281,39501.929688,39501.929688,33000273327
2021-08-10,39429.894531,39747.226563,38138.308594,38895.972656,38895.972656,28623543705
2021-08-11,38908.496094,39816.843750,38689.542969,38829.910156,38829.910156,29228448871
2021-08-12,38815.640625,39373.210938,37358.152344,37857.078125,37857.078125,28735694964
2021-08-13,37866.796875,40547.597656,37739.468750,40514.828125,40514.828125,26909894509
2021-08-14,40529.550781,40774.023438,39145.519531,39924.835938,39924.835938,26458364542
2021-08-15,39924.597656,40145.375000,38638.546875,39890.167969,39890.167969,26274887098
2021-08-16,39867.238281,40689.136719,38807.207031,39058.035156,39058.035156,27827732126
2021-08-17,39000.281250,40059.113281,38036.660156,38170.503906,38170.503906,28567965431
2021-08-18,38163.156250,39276.835938,37875.078125,38282.078125,38282.078125,27509491838
